OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
Diagnostic Medical Sonographers,74141,Associate's degree,5,yakima
Diagnostic Medical Sonographers,79130,Associate's degree,5,spokane
Diagnostic Medical Sonographers,87455,Associate's degree,5,snohomish
Diagnostic Medical Sonographers,87455,Associate's degree,5,king
Diagnostic Medical Sonographers,88388,Associate's degree,5,vancouver
Dietetic Technicians,32630,Associate's degree,5,vancouver
Dietetic Technicians,32913,Associate's degree,5,spokane
Dietetic Technicians,41127,Associate's degree,5,snohomish
Dietetic Technicians,41127,Associate's degree,5,king
Dietetic Technicians,63792,Associate's degree,5,yakima
Dietitians and Nutritionists,58506,Bachelor's degree,6,spokane
Dietitians and Nutritionists,60889,Bachelor's degree,6,yakima
Dietitians and Nutritionists,67622,Bachelor's degree,6,vancouver
Dietitians and Nutritionists,68149,Bachelor's degree,6,snohomish
Dietitians and Nutritionists,68149,Bachelor's degree,6,king
"Drafters, All Other",55792,Associate's degree,5,yakima
"Drafters, All Other",52676,Associate's degree,5,spokane
"Drafters, All Other",57350,Associate's degree,5,snohomish
"Drafters, All Other",57350,Associate's degree,5,king
"Drafters, All Other",60838,Associate's degree,5,vancouver
"Economics Teachers, Postsecondary",55069,Doctoral or professional degree,9,spokane
"Economics Teachers, Postsecondary",79698,Doctoral or professional degree,9,snohomish
"Economics Teachers, Postsecondary",79698,Doctoral or professional degree,9,king
"Economics Teachers, Postsecondary",88884,Doctoral or professional degree,9,yakima
"Economics Teachers, Postsecondary",96814,Doctoral or professional degree,9,vancouver
Economists,84646,Master's degree,8,vancouver
Economists,86559,Master's degree,8,spokane
Economists,87516,Master's degree,8,snohomish
Economists,87516,Master's degree,8,king
Economists,87197,Master's degree,8,yakima
"Education Administrators, All Other",87197,Bachelor's degree,6,yakima
"Education Administrators, All Other",73290,Bachelor's degree,6,snohomish
"Education Administrators, All Other",73290,Bachelor's degree,6,king
"Education Administrators, Elementary and Secondary School",98233,Master's degree,8,yakima
"Education Administrators, Elementary and Secondary School",110046,Master's degree,8,snohomish
"Education Administrators, Elementary and Secondary School",110046,Master's degree,8,king
"Education Administrators, Postsecondary",97904,Master's degree,8,yakima
"Education Administrators, Postsecondary",106953,Master's degree,8,snohomish
"Education Administrators, Postsecondary",106953,Master's degree,8,king
"Education Administrators, Preschool and Childcare Center/Program",43885,Bachelor's degree,6,snohomish
"Education Administrators, Preschool and Childcare Center/Program",43885,Bachelor's degree,6,king
"Education Administrators, Preschool and Childcare Center/Program",47294,Bachelor's degree,6,yakima
"Education Teachers, Postsecondary",45021,Doctoral or professional degree,9,yakima
"Education Teachers, Postsecondary",70663,Doctoral or professional degree,9,snohomish
"Education Teachers, Postsecondary",70663,Doctoral or professional degree,9,king
"Electric Motor, Power Tool, and Related Repairers",32928,Postsecondary nondegree award,7,vancouver
"Electric Motor, Power Tool, and Related Repairers",40635,Postsecondary nondegree award,7,yakima
"Electric Motor, Power Tool, and Related Repairers",53722,Postsecondary nondegree award,7,spokane
"Electric Motor, Power Tool, and Related Repairers",68996,Postsecondary nondegree award,7,snohomish
"Electric Motor, Power Tool, and Related Repairers",68996,Postsecondary nondegree award,7,king
Electrical and Electronics Drafters,53081,Associate's degree,5,spokane
Electrical and Electronics Drafters,54207,Associate's degree,5,vancouver
Electrical and Electronics Drafters,69714,Associate's degree,5,yakima
Electrical and Electronics Drafters,78964,Associate's degree,5,snohomish
Electrical and Electronics Drafters,78964,Associate's degree,5,king
Electrical and Electronics Engineering Technicians,59794,Associate's degree,5,spokane
Electrical and Electronics Engineering Technicians,61132,Associate's degree,5,vancouver
Electrical and Electronics Engineering Technicians,63931,Associate's degree,5,yakima
Electrical and Electronics Engineering Technicians,64154,Associate's degree,5,snohomish
Electrical and Electronics Engineering Technicians,64154,Associate's degree,5,king
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",83957,Postsecondary nondegree award,7,yakima
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",83957,Postsecondary nondegree award,7,snohomish
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",83957,Postsecondary nondegree award,7,spokane
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",83957,Postsecondary nondegree award,7,king
Electrical Engineers,87435,Bachelor's degree,6,spokane
Electrical Engineers,90598,Bachelor's degree,6,vancouver
Electrical Engineers,91784,Bachelor's degree,6,yakima
Electrical Engineers,107095,Bachelor's degree,6,snohomish
Electrical Engineers,107095,Bachelor's degree,6,king
Electrical Power-Line Installers and Repairers,74404,High school diploma or equivalent,2,yakima
Electrical Power-Line Installers and Repairers,82953,High school diploma or equivalent,2,snohomish
Electrical Power-Line Installers and Repairers,82953,High school diploma or equivalent,2,king
Electrical Power-Line Installers and Repairers,86188,High school diploma or equivalent,2,spokane
Electrical Power-Line Installers and Repairers,87932,High school diploma or equivalent,2,vancouver
Electricians,54550,Apprenticeship,3,yakima
Electricians,59424,Apprenticeship,3,spokane
Electricians,73683,Apprenticeship,3,snohomish
Electricians,73683,Apprenticeship,3,king
Electricians,73774,Apprenticeship,3,vancouver
Electro-Mechanical Technicians,53900,Associate's degree,5,yakima
Electro-Mechanical Technicians,54000,Associate's degree,5,spokane
Electro-Mechanical Technicians,63839,Associate's degree,5,king
Electro-Mechanical Technicians,55961,Associate's degree,5,vancouver
Electro-Mechanical Technicians,56200,Associate's degree,5,snohomish
"Electronics Engineers, Except Computer",85396,Bachelor's degree,6,spokane
"Electronics Engineers, Except Computer",96195,Bachelor's degree,6,yakima
"Electronics Engineers, Except Computer",106061,Bachelor's degree,6,vancouver
"Electronics Engineers, Except Computer",110472,Bachelor's degree,6,snohomish
"Electronics Engineers, Except Computer",110472,Bachelor's degree,6,king
"Elementary School Teachers, Except Special Education",57776,Bachelor's degree,6,yakima
"Elementary School Teachers, Except Special Education",62126,Bachelor's degree,6,snohomish
"Elementary School Teachers, Except Special Education",62126,Bachelor's degree,6,king
Elevator Installers and Repairers,91610,Apprenticeship,3,snohomish
Elevator Installers and Repairers,91610,Apprenticeship,3,king
Elevator Installers and Repairers,96167,Apprenticeship,3,yakima
Elevator Installers and Repairers,96167,Apprenticeship,3,spokane
Elevator Installers and Repairers,105280,Apprenticeship,3,vancouver
Emergency Management Directors,99205,Bachelor's degree,6,yakima
Emergency Management Directors,83835,Bachelor's degree,6,vancouver
Emergency Management Directors,89682,Bachelor's degree,6,spokane
Emergency Management Directors,92606,Bachelor's degree,6,snohomish
Emergency Management Directors,92606,Bachelor's degree,6,king
Emergency Medical Technicians and Paramedics,44250,Postsecondary nondegree award,7,vancouver
Emergency Medical Technicians and Paramedics,57938,Postsecondary nondegree award,7,spokane
Emergency Medical Technicians and Paramedics,64782,Postsecondary nondegree award,7,snohomish
Emergency Medical Technicians and Paramedics,64782,Postsecondary nondegree award,7,king
Emergency Medical Technicians and Paramedics,62501,Postsecondary nondegree award,7,yakima
"Engineering Teachers, Postsecondary",103293,Doctoral or professional degree,9,snohomish
"Engineering Teachers, Postsecondary",103293,Doctoral or professional degree,9,king
"Engineering Teachers, Postsecondary",105024,Doctoral or professional degree,9,yakima
"Engineering Teachers, Postsecondary",105024,Doctoral or professional degree,9,spokane
"Engineering Teachers, Postsecondary",108485,Doctoral or professional degree,9,vancouver
"Engineering Technicians, Except Drafters, All Other",52341,Associate's degree,5,spokane
"Engineering Technicians, Except Drafters, All Other",57066,Associate's degree,5,vancouver
"Engineering Technicians, Except Drafters, All Other",70359,Associate's degree,5,snohomish
"Engineering Technicians, Except Drafters, All Other",70359,Associate's degree,5,king
"Engineering Technicians, Except Drafters, All Other",84443,Associate's degree,5,yakima
"Engineers, All Other",88094,Bachelor's degree,6,snohomish
"Engineers, All Other",88094,Bachelor's degree,6,king
"Engineers, All Other",90598,Bachelor's degree,6,spokane
"Engineers, All Other",70987,Bachelor's degree,6,yakima
"Engineers, All Other",96905,Bachelor's degree,6,vancouver
Environmental Engineering Technicians,62227,Associate's degree,5,snohomish
Environmental Engineering Technicians,62227,Associate's degree,5,king
Environmental Engineering Technicians,62589,Associate's degree,5,yakima
Environmental Engineering Technicians,62589,Associate's degree,5,spokane
Environmental Engineering Technicians,63312,Associate's degree,5,vancouver
Environmental Engineers,74993,Bachelor's degree,6,yakima
Environmental Engineers,77204,Bachelor's degree,6,spokane
Environmental Engineers,84768,Bachelor's degree,6,vancouver
Environmental Engineers,94705,Bachelor's degree,6,snohomish
Environmental Engineers,94705,Bachelor's degree,6,king
"Environmental Science and Protection Technicians, Including Health",52179,Associate's degree,5,spokane
"Environmental Science and Protection Technicians, Including Health",54278,Associate's degree,5,vancouver
"Environmental Science and Protection Technicians, Including Health",58344,Associate's degree,5,snohomish
"Environmental Science and Protection Technicians, Including Health",58344,Associate's degree,5,king
"Environmental Science and Protection Technicians, Including Health",55786,Associate's degree,5,yakima
"Environmental Science Teachers, Postsecondary",75622,Doctoral or professional degree,9,vancouver
"Environmental Science Teachers, Postsecondary",103209,Doctoral or professional degree,9,yakima
"Environmental Science Teachers, Postsecondary",103209,Doctoral or professional degree,9,spokane
"Environmental Science Teachers, Postsecondary",117002,Doctoral or professional degree,9,snohomish
"Environmental Science Teachers, Postsecondary",117002,Doctoral or professional degree,9,king
"Environmental Scientists and Specialists, Including Health",53700,Bachelor's degree,6,yakima
"Environmental Scientists and Specialists, Including Health",61345,Bachelor's degree,6,spokane
"Environmental Scientists and Specialists, Including Health",75632,Bachelor's degree,6,vancouver
"Environmental Scientists and Specialists, Including Health",79069,Bachelor's degree,6,snohomish
"Environmental Scientists and Specialists, Including Health",79069,Bachelor's degree,6,king
Epidemiologists,95100,Master's degree,8,snohomish
Epidemiologists,95100,Master's degree,8,king
Epidemiologists,95100,Master's degree,8,yakima
Epidemiologists,95100,Master's degree,8,vancouver
Epidemiologists,95100,Master's degree,8,spokane
Excavating and Loading Machine and Dragline Operators,62058,High school diploma or equivalent,2,snohomish
Excavating and Loading Machine and Dragline Operators,62058,High school diploma or equivalent,2,king
Excavating and Loading Machine and Dragline Operators,62678,High school diploma or equivalent,2,yakima
Excavating and Loading Machine and Dragline Operators,63614,High school diploma or equivalent,2,spokane
Excavating and Loading Machine and Dragline Operators,66633,High school diploma or equivalent,2,vancouver
Exercise Physiologists,51962,Bachelor's degree,6,snohomish
Exercise Physiologists,51962,Bachelor's degree,6,king
Exercise Physiologists,54181,Bachelor's degree,6,yakima
Exercise Physiologists,54181,Bachelor's degree,6,spokane
Exercise Physiologists,58618,Bachelor's degree,6,vancouver
Family and General Practitioners,178864,Doctoral or professional degree,9,snohomish
Family and General Practitioners,178864,Doctoral or professional degree,9,king
Family and General Practitioners,180081,Doctoral or professional degree,9,vancouver
Family and General Practitioners,84319,Doctoral or professional degree,9,yakima
Family and General Practitioners,190200,Doctoral or professional degree,9,spokane
"Farmers, Ranchers, and Other Agricultural Managers",41676,High school diploma or equivalent,2,snohomish
"Farmers, Ranchers, and Other Agricultural Managers",56924,High school diploma or equivalent,2,vancouver
"Farmers, Ranchers, and Other Agricultural Managers",66015,High school diploma or equivalent,2,spokane
"Farmers, Ranchers, and Other Agricultural Managers",66015,High school diploma or equivalent,2,king
"Farmers, Ranchers, and Other Agricultural Managers",75105,High school diploma or equivalent,2,yakima
Financial Analysts,65289,Bachelor's degree,6,yakima
Financial Analysts,84332,Bachelor's degree,6,snohomish
Financial Analysts,84332,Bachelor's degree,6,king
Financial Examiners,80905,Bachelor's degree,6,vancouver
Financial Examiners,83190,Bachelor's degree,6,yakima
Financial Examiners,88834,Bachelor's degree,6,spokane
Financial Examiners,92798,Bachelor's degree,6,snohomish
Financial Examiners,92798,Bachelor's degree,6,king
Financial Managers,86573,Bachelor's degree,6,yakima
Financial Managers,99379,Bachelor's degree,6,spokane
Financial Managers,111760,Bachelor's degree,6,vancouver
Financial Managers,125418,Bachelor's degree,6,snohomish
Financial Managers,125418,Bachelor's degree,6,king
"Financial Specialists, All Other",52889,Bachelor's degree,6,yakima
"Financial Specialists, All Other",66821,Bachelor's degree,6,spokane
"Financial Specialists, All Other",69264,Bachelor's degree,6,vancouver
"Financial Specialists, All Other",69720,Bachelor's degree,6,snohomish
"Financial Specialists, All Other",69720,Bachelor's degree,6,king
Fire Inspectors and Investigators,68881,Postsecondary nondegree award,7,yakima
Fire Inspectors and Investigators,98067,Postsecondary nondegree award,7,snohomish
Fire Inspectors and Investigators,98067,Postsecondary nondegree award,7,king
Firefighters,29971,Postsecondary nondegree award,7,yakima
Firefighters,68127,Postsecondary nondegree award,7,spokane
Firefighters,69424,Postsecondary nondegree award,7,vancouver
Firefighters,76261,Postsecondary nondegree award,7,snohomish
Firefighters,76261,Postsecondary nondegree award,7,king
First-Line Supervisors of Construction Trades and Extraction Workers,67876,High school diploma or equivalent,2,vancouver
First-Line Supervisors of Construction Trades and Extraction Workers,68889,High school diploma or equivalent,2,spokane
First-Line Supervisors of Construction Trades and Extraction Workers,72761,High school diploma or equivalent,2,yakima
First-Line Supervisors of Construction Trades and Extraction Workers,81699,High school diploma or equivalent,2,snohomish
First-Line Supervisors of Construction Trades and Extraction Workers,81699,High school diploma or equivalent,2,king
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",44062,High school diploma or equivalent,2,yakima
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",51125,High school diploma or equivalent,2,vancouver
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",58158,High school diploma or equivalent,2,snohomish
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",58158,High school diploma or equivalent,2,king
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60762,High school diploma or equivalent,2,spokane
First-Line Supervisors of Fire Fighting and Prevention Workers,57724,Postsecondary nondegree award,7,yakima
First-Line Supervisors of Fire Fighting and Prevention Workers,92733,Postsecondary nondegree award,7,vancouver
First-Line Supervisors of Fire Fighting and Prevention Workers,93826,Postsecondary nondegree award,7,spokane
First-Line Supervisors of Fire Fighting and Prevention Workers,98077,Postsecondary nondegree award,7,snohomish
First-Line Supervisors of Fire Fighting and Prevention Workers,98077,Postsecondary nondegree award,7,king
"First-Line Supervisors of Mechanics, Installers, and Repairers",59031,High school diploma or equivalent,2,yakima
"First-Line Supervisors of Mechanics, Installers, and Repairers",61657,High school diploma or equivalent,2,spokane
"First-Line Supervisors of Mechanics, Installers, and Repairers",67194,High school diploma or equivalent,2,vancouver
"First-Line Supervisors of Mechanics, Installers, and Repairers",72944,High school diploma or equivalent,2,snohomish
"First-Line Supervisors of Mechanics, Installers, and Repairers",72944,High school diploma or equivalent,2,king
"First-Line Supervisors of Protective Service Workers, All Other",38054,High school diploma or equivalent,2,spokane
"First-Line Supervisors of Protective Service Workers, All Other",40935,High school diploma or equivalent,2,yakima
"First-Line Supervisors of Protective Service Workers, All Other",51981,High school diploma or equivalent,2,vancouver
"First-Line Supervisors of Protective Service Workers, All Other",54189,High school diploma or equivalent,2,snohomish
"First-Line Supervisors of Protective Service Workers, All Other",54189,High school diploma or equivalent,2,king
Fish and Game Wardens,56079,Bachelor's degree,6,snohomish
Fish and Game Wardens,56079,Bachelor's degree,6,king
Fish and Game Wardens,56079,Bachelor's degree,6,vancouver
Fish and Game Wardens,56079,Bachelor's degree,6,spokane
Food Scientists and Technologists,52033,Bachelor's degree,6,yakima
Food Scientists and Technologists,60798,Bachelor's degree,6,spokane
Food Scientists and Technologists,65847,Bachelor's degree,6,vancouver
Food Scientists and Technologists,75662,Bachelor's degree,6,snohomish
Food Scientists and Technologists,75662,Bachelor's degree,6,king
Forensic Science Technicians,57005,Bachelor's degree,6,spokane
Forensic Science Technicians,62881,Bachelor's degree,6,yakima
Forensic Science Technicians,64042,Bachelor's degree,6,vancouver
Forensic Science Technicians,65239,Bachelor's degree,6,snohomish
Forensic Science Technicians,65239,Bachelor's degree,6,king
Forest and Conservation Technicians,36462,Associate's degree,5,spokane
Forest and Conservation Technicians,37211,Associate's degree,5,snohomish
Forest and Conservation Technicians,37211,Associate's degree,5,king
Forest and Conservation Technicians,42648,Associate's degree,5,vancouver
Forest and Conservation Technicians,38383,Associate's degree,5,yakima
Forest and Conservation Workers,25010,High school diploma or equivalent,2,snohomish
Forest and Conservation Workers,25010,High school diploma or equivalent,2,king
Forest and Conservation Workers,25010,High school diploma or equivalent,2,yakima
Foresters,25010,Bachelor's degree,6,yakima
Foresters,59135,Bachelor's degree,6,snohomish
Foresters,59135,Bachelor's degree,6,king
Foresters,61785,Bachelor's degree,6,spokane
Foresters,67084,Bachelor's degree,6,vancouver
Gas Plant Operators,72062,High school diploma or equivalent,2,snohomish
Gas Plant Operators,72062,High school diploma or equivalent,2,king
Gas Plant Operators,72062,High school diploma or equivalent,2,yakima
Gas Plant Operators,72062,High school diploma or equivalent,2,vancouver
Gas Plant Operators,72062,High school diploma or equivalent,2,spokane
Geographers,72672,Bachelor's degree,6,snohomish
Geographers,72672,Bachelor's degree,6,king
Geographers,76160,Bachelor's degree,6,yakima
Geographers,76160,Bachelor's degree,6,spokane
Geographers,83135,Bachelor's degree,6,vancouver
"Geography Teachers, Postsecondary",47160,Doctoral or professional degree,9,spokane
"Geography Teachers, Postsecondary",63180,Doctoral or professional degree,9,vancouver
"Geography Teachers, Postsecondary",67409,Doctoral or professional degree,9,yakima
"Geography Teachers, Postsecondary",76626,Doctoral or professional degree,9,snohomish
"Geography Teachers, Postsecondary",76626,Doctoral or professional degree,9,king
Geological and Petroleum Technicians,38637,Associate's degree,5,snohomish
Geological and Petroleum Technicians,38637,Associate's degree,5,king
Geological and Petroleum Technicians,41214,Associate's degree,5,spokane
Geological and Petroleum Technicians,46367,Associate's degree,5,vancouver
Geological and Petroleum Technicians,42073,Associate's degree,5,yakima
"Geoscientists, Except Hydrologists and Geographers",42073,Bachelor's degree,6,yakima
"Geoscientists, Except Hydrologists and Geographers",78045,Bachelor's degree,6,vancouver
"Geoscientists, Except Hydrologists and Geographers",85508,Bachelor's degree,6,spokane
"Geoscientists, Except Hydrologists and Geographers",85640,Bachelor's degree,6,snohomish
"Geoscientists, Except Hydrologists and Geographers",85640,Bachelor's degree,6,king
Glaziers,38569,Apprenticeship,3,spokane
Glaziers,54369,Apprenticeship,3,yakima
Glaziers,51105,Apprenticeship,3,vancouver
Glaziers,62728,Apprenticeship,3,snohomish
Glaziers,62728,Apprenticeship,3,king
Graduate Teaching Assistants,40914,Bachelor's degree,6,yakima
Graduate Teaching Assistants,40914,Bachelor's degree,6,snohomish
Graduate Teaching Assistants,40914,Bachelor's degree,6,king
Graphic Designers,36574,Bachelor's degree,6,yakima
Graphic Designers,40082,Bachelor's degree,6,spokane
Graphic Designers,51915,Bachelor's degree,6,vancouver
Graphic Designers,61071,Bachelor's degree,6,snohomish
Graphic Designers,61071,Bachelor's degree,6,king
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",77467,Bachelor's degree,6,spokane
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",82091,Bachelor's degree,6,vancouver
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",79541,Bachelor's degree,6,yakima
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",94299,Bachelor's degree,6,snohomish
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",94299,Bachelor's degree,6,king
"Health Diagnosing and Treating Practitioners, All Other",64255,Master's degree,8,spokane
"Health Diagnosing and Treating Practitioners, All Other",65310,Master's degree,8,vancouver
"Health Diagnosing and Treating Practitioners, All Other",77183,Master's degree,8,snohomish
"Health Diagnosing and Treating Practitioners, All Other",77183,Master's degree,8,king
"Health Diagnosing and Treating Practitioners, All Other",70983,Master's degree,8,yakima
Health Educators ,44341,Bachelor's degree,6,yakima
Health Educators ,50780,Bachelor's degree,6,spokane
Health Educators ,56062,Bachelor's degree,6,snohomish
Health Educators ,56062,Bachelor's degree,6,king
Health Educators ,61761,Bachelor's degree,6,vancouver
"Health Specialties Teachers, Postsecondary",137819,Doctoral or professional degree,9,snohomish
"Health Specialties Teachers, Postsecondary",137819,Doctoral or professional degree,9,king
"Health Specialties Teachers, Postsecondary",112466,Doctoral or professional degree,9,yakima
"Health Specialties Teachers, Postsecondary",143321,Doctoral or professional degree,9,spokane
"Health Specialties Teachers, Postsecondary",154326,Doctoral or professional degree,9,vancouver
"Health Technologists and Technicians, All Other",48437,High school diploma or equivalent,2,vancouver
"Health Technologists and Technicians, All Other",50658,High school diploma or equivalent,2,spokane
"Health Technologists and Technicians, All Other",52899,High school diploma or equivalent,2,yakima
"Health Technologists and Technicians, All Other",56427,High school diploma or equivalent,2,snohomish
"Health Technologists and Technicians, All Other",56427,High school diploma or equivalent,2,king
"Healthcare Practitioners and Technical Workers, All Other",62095,Postsecondary nondegree award,7,snohomish
"Healthcare Practitioners and Technical Workers, All Other",62095,Postsecondary nondegree award,7,king
"Healthcare Practitioners and Technical Workers, All Other",66760,Postsecondary nondegree award,7,vancouver
"Healthcare Practitioners and Technical Workers, All Other",71323,Postsecondary nondegree award,7,yakima
"Healthcare Practitioners and Technical Workers, All Other",76514,Postsecondary nondegree award,7,spokane
"Healthcare Support Workers, All Other",35049,High school diploma or equivalent,2,yakima
"Healthcare Support Workers, All Other",39402,High school diploma or equivalent,2,snohomish
"Healthcare Support Workers, All Other",39402,High school diploma or equivalent,2,king
Hearing Aid Specialists,47592,High school diploma or equivalent,2,yakima
Hearing Aid Specialists,52787,High school diploma or equivalent,2,snohomish
Hearing Aid Specialists,52787,High school diploma or equivalent,2,king
Hearing Aid Specialists,62045,High school diploma or equivalent,2,vancouver
Hearing Aid Specialists,70329,High school diploma or equivalent,2,spokane
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",46728,High school diploma or equivalent,2,snohomish
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",46728,High school diploma or equivalent,2,king
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",56458,High school diploma or equivalent,2,yakima
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",40969,Postsecondary nondegree award,7,spokane
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",48068,Postsecondary nondegree award,7,yakima
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",50269,Postsecondary nondegree award,7,vancouver
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",64152,Postsecondary nondegree award,7,snohomish
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",64152,Postsecondary nondegree award,7,king
Hydrologists,71333,Bachelor's degree,6,spokane
Hydrologists,76061,Bachelor's degree,6,yakima
Hydrologists,92352,Bachelor's degree,6,vancouver
Hydrologists,102451,Bachelor's degree,6,snohomish
Hydrologists,102451,Bachelor's degree,6,king
Industrial Engineering Technicians,62227,Associate's degree,5,snohomish
Industrial Engineering Technicians,62227,Associate's degree,5,vancouver
Industrial Engineering Technicians,62227,Associate's degree,5,spokane
Industrial Engineering Technicians,62227,Associate's degree,5,king
Industrial Engineering Technicians,63738,Associate's degree,5,yakima
Industrial Engineers,62197,Bachelor's degree,6,yakima
Industrial Engineers,70623,Bachelor's degree,6,spokane
Industrial Engineers,92420,Bachelor's degree,6,snohomish
Industrial Engineers,92420,Bachelor's degree,6,king
Industrial Engineers,98608,Bachelor's degree,6,vancouver
Industrial Machinery Mechanics,44529,High school diploma or equivalent,2,spokane
Industrial Machinery Mechanics,46557,High school diploma or equivalent,2,yakima
Industrial Machinery Mechanics,59071,High school diploma or equivalent,2,vancouver
Industrial Machinery Mechanics,61809,High school diploma or equivalent,2,snohomish
Industrial Machinery Mechanics,61809,High school diploma or equivalent,2,king
Industrial Production Managers,78907,Bachelor's degree,6,spokane
Industrial Production Managers,85457,Bachelor's degree,6,yakima
Industrial Production Managers,95343,Bachelor's degree,6,vancouver
Industrial Production Managers,113930,Bachelor's degree,6,snohomish
Industrial Production Managers,113930,Bachelor's degree,6,king
Industrial Truck and Tractor Operators,31131,No formal educational credential,1,spokane
Industrial Truck and Tractor Operators,35482,No formal educational credential,1,yakima
Industrial Truck and Tractor Operators,37261,No formal educational credential,1,vancouver
Industrial Truck and Tractor Operators,44703,No formal educational credential,1,snohomish
Industrial Truck and Tractor Operators,44703,No formal educational credential,1,king
Information Security Analysts,62856,Bachelor's degree,6,yakima
Information Security Analysts,89371,Bachelor's degree,6,vancouver
Information Security Analysts,98913,Bachelor's degree,6,snohomish
Information Security Analysts,98913,Bachelor's degree,6,king
Information Security Analysts,101123,Bachelor's degree,6,spokane
"Insurance Appraisers, Auto Damage",67338,Postsecondary nondegree award,7,snohomish
"Insurance Appraisers, Auto Damage",67338,Postsecondary nondegree award,7,king
"Insurance Appraisers, Auto Damage",78600,Postsecondary nondegree award,7,yakima
"Insurance Appraisers, Auto Damage",67514,Postsecondary nondegree award,7,spokane
Insurance Underwriters,62278,Bachelor's degree,6,spokane
Insurance Underwriters,68068,Bachelor's degree,6,vancouver
Insurance Underwriters,69115,Bachelor's degree,6,yakima
Insurance Underwriters,81188,Bachelor's degree,6,snohomish
Insurance Underwriters,81188,Bachelor's degree,6,king
"Internists, General",126888,Doctoral or professional degree,9,yakima
"Internists, General",162113,Doctoral or professional degree,9,spokane
"Internists, General",206921,Doctoral or professional degree,9,snohomish
"Internists, General",206921,Doctoral or professional degree,9,king
"Internists, General",217182,Doctoral or professional degree,9,vancouver
"Kindergarten Teachers, Except Special Education",50344,Bachelor's degree,6,yakima
"Kindergarten Teachers, Except Special Education",55018,Bachelor's degree,6,snohomish
"Kindergarten Teachers, Except Special Education",55018,Bachelor's degree,6,king
Landscape Architects,59459,Bachelor's degree,6,vancouver
Landscape Architects,64671,Bachelor's degree,6,snohomish
Landscape Architects,64671,Bachelor's degree,6,king
Landscape Architects,54620,Bachelor's degree,6,yakima
Landscape Architects,76739,Bachelor's degree,6,spokane
Licensed Practical and Licensed Vocational Nurses,45040,Postsecondary nondegree award,7,yakima
