STEMFLAG,OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
NON-STEM,Flight Attendants,43881,High school diploma or equivalent,2,king
NON-STEM,"Floor Layers, Except Carpet, Wood, and Hard Tiles",42983,No formal educational credential,1,yakima
NON-STEM,"Floor Layers, Except Carpet, Wood, and Hard Tiles",45693,No formal educational credential,1,vancouver
NON-STEM,"Floor Layers, Except Carpet, Wood, and Hard Tiles",49529,No formal educational credential,1,spokane
NON-STEM,"Floor Layers, Except Carpet, Wood, and Hard Tiles",51447,No formal educational credential,1,snohomish
NON-STEM,"Floor Layers, Except Carpet, Wood, and Hard Tiles",51447,No formal educational credential,1,king
NON-STEM,Floor Sanders and Finishers,45156,No formal educational credential,1,snohomish
NON-STEM,Floor Sanders and Finishers,45156,No formal educational credential,1,king
NON-STEM,Floor Sanders and Finishers,45156,No formal educational credential,1,yakima
NON-STEM,Floor Sanders and Finishers,45156,No formal educational credential,1,vancouver
NON-STEM,Floor Sanders and Finishers,45156,No formal educational credential,1,spokane
NON-STEM,Floral Designers,24264,High school diploma or equivalent,2,vancouver
NON-STEM,Floral Designers,24974,High school diploma or equivalent,2,spokane
NON-STEM,Floral Designers,29780,High school diploma or equivalent,2,yakima
NON-STEM,Floral Designers,30216,High school diploma or equivalent,2,snohomish
NON-STEM,Floral Designers,30216,High school diploma or equivalent,2,king
NON-STEM,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",28797,No formal educational credential,1,yakima
NON-STEM,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",30993,No formal educational credential,1,spokane
NON-STEM,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",31817,No formal educational credential,1,vancouver
NON-STEM,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",36082,No formal educational credential,1,snohomish
NON-STEM,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",36082,No formal educational credential,1,king
NON-STEM,Food Batchmakers,28937,High school diploma or equivalent,2,vancouver
NON-STEM,Food Batchmakers,30901,High school diploma or equivalent,2,snohomish
NON-STEM,Food Batchmakers,30901,High school diploma or equivalent,2,king
NON-STEM,Food Batchmakers,31044,High school diploma or equivalent,2,yakima
NON-STEM,Food Batchmakers,31777,High school diploma or equivalent,2,spokane
NON-STEM,Food Cooking Machine Operators and Tenders,30565,High school diploma or equivalent,2,snohomish
NON-STEM,Food Cooking Machine Operators and Tenders,30565,High school diploma or equivalent,2,king
NON-STEM,Food Cooking Machine Operators and Tenders,30861,High school diploma or equivalent,2,yakima
NON-STEM,Food Cooking Machine Operators and Tenders,30942,High school diploma or equivalent,2,spokane
NON-STEM,Food Cooking Machine Operators and Tenders,32743,High school diploma or equivalent,2,vancouver
NON-STEM,"Food Preparation and Serving Related Workers, All Other",23359,No formal educational credential,1,spokane
NON-STEM,"Food Preparation and Serving Related Workers, All Other",24821,No formal educational credential,1,snohomish
NON-STEM,"Food Preparation and Serving Related Workers, All Other",24821,No formal educational credential,1,king
NON-STEM,"Food Preparation and Serving Related Workers, All Other",26436,No formal educational credential,1,yakima
NON-STEM,"Food Preparation and Serving Related Workers, All Other",27099,No formal educational credential,1,vancouver
NON-STEM,Food Preparation Workers,22849,No formal educational credential,1,yakima
NON-STEM,Food Preparation Workers,22879,No formal educational credential,1,spokane
NON-STEM,Food Preparation Workers,23380,No formal educational credential,1,vancouver
NON-STEM,Food Preparation Workers,25352,No formal educational credential,1,snohomish
NON-STEM,Food Preparation Workers,25352,No formal educational credential,1,king
NON-STEM,"Food Processing Workers, All Other",23736,No formal educational credential,1,yakima
NON-STEM,"Food Processing Workers, All Other",28733,No formal educational credential,1,spokane
NON-STEM,"Food Processing Workers, All Other",29263,No formal educational credential,1,vancouver
NON-STEM,"Food Processing Workers, All Other",29334,No formal educational credential,1,snohomish
NON-STEM,"Food Processing Workers, All Other",29334,No formal educational credential,1,king
NON-STEM,"Food Servers, Nonrestaurant",22900,No formal educational credential,1,yakima
NON-STEM,"Food Servers, Nonrestaurant",23370,No formal educational credential,1,spokane
NON-STEM,"Food Servers, Nonrestaurant",24177,No formal educational credential,1,snohomish
NON-STEM,"Food Servers, Nonrestaurant",24177,No formal educational credential,1,king
NON-STEM,"Food Servers, Nonrestaurant",24494,No formal educational credential,1,vancouver
NON-STEM,Food Service Managers,49532,High school diploma or equivalent,2,yakima
NON-STEM,Food Service Managers,52260,High school diploma or equivalent,2,vancouver
NON-STEM,Food Service Managers,52919,High school diploma or equivalent,2,spokane
NON-STEM,Food Service Managers,55687,High school diploma or equivalent,2,snohomish
NON-STEM,Food Service Managers,55687,High school diploma or equivalent,2,king
NON-STEM,"Foreign Language and Literature Teachers, Postsecondary",54764,Doctoral or professional degree,9,yakima
NON-STEM,"Foreign Language and Literature Teachers, Postsecondary",55809,Doctoral or professional degree,9,vancouver
NON-STEM,"Foreign Language and Literature Teachers, Postsecondary",58682,Doctoral or professional degree,9,spokane
NON-STEM,"Foreign Language and Literature Teachers, Postsecondary",60118,Doctoral or professional degree,9,snohomish
NON-STEM,"Foreign Language and Literature Teachers, Postsecondary",60118,Doctoral or professional degree,9,king
NON-STEM,Forest and Conservation Workers,25010,High school diploma or equivalent,2,vancouver
NON-STEM,Forest and Conservation Workers,25010,High school diploma or equivalent,2,spokane
NON-STEM,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33792,High school diploma or equivalent,2,vancouver
NON-STEM,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33792,High school diploma or equivalent,2,yakima
NON-STEM,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33792,High school diploma or equivalent,2,snohomish
NON-STEM,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33792,High school diploma or equivalent,2,spokane
NON-STEM,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33792,High school diploma or equivalent,2,king
NON-STEM,Foundry Mold and Coremakers,30565,High school diploma or equivalent,2,snohomish
NON-STEM,Foundry Mold and Coremakers,30565,High school diploma or equivalent,2,king
NON-STEM,Foundry Mold and Coremakers,31641,High school diploma or equivalent,2,yakima
NON-STEM,Foundry Mold and Coremakers,37334,High school diploma or equivalent,2,vancouver
NON-STEM,Foundry Mold and Coremakers,40387,High school diploma or equivalent,2,spokane
NON-STEM,Fundraisers,34982,Bachelor's degree,6,yakima
NON-STEM,Fundraisers,43885,Bachelor's degree,6,spokane
NON-STEM,Fundraisers,50982,Bachelor's degree,6,vancouver
NON-STEM,Fundraisers,56559,Bachelor's degree,6,snohomish
NON-STEM,Fundraisers,56559,Bachelor's degree,6,king
NON-STEM,Funeral Attendants,22072,High school diploma or equivalent,2,vancouver
NON-STEM,Funeral Attendants,24919,High school diploma or equivalent,2,spokane
NON-STEM,Funeral Attendants,26343,High school diploma or equivalent,2,snohomish
NON-STEM,Funeral Attendants,26343,High school diploma or equivalent,2,king
NON-STEM,Funeral Attendants,25868,High school diploma or equivalent,2,yakima
NON-STEM,Funeral Service Managers,59986,Associate's degree,5,snohomish
NON-STEM,Funeral Service Managers,59986,Associate's degree,5,king
NON-STEM,Funeral Service Managers,48613,Associate's degree,5,yakima
NON-STEM,Funeral Service Managers,66705,Associate's degree,5,spokane
NON-STEM,Funeral Service Managers,80144,Associate's degree,5,vancouver
NON-STEM,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",30545,High school diploma or equivalent,2,spokane
NON-STEM,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",35543,High school diploma or equivalent,2,snohomish
NON-STEM,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",35543,High school diploma or equivalent,2,king
NON-STEM,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",38046,High school diploma or equivalent,2,vancouver
NON-STEM,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",34919,High school diploma or equivalent,2,yakima
NON-STEM,Furniture Finishers,32316,High school diploma or equivalent,2,vancouver
NON-STEM,Furniture Finishers,35094,High school diploma or equivalent,2,yakima
NON-STEM,Furniture Finishers,37297,High school diploma or equivalent,2,spokane
NON-STEM,Furniture Finishers,39787,High school diploma or equivalent,2,snohomish
NON-STEM,Furniture Finishers,39787,High school diploma or equivalent,2,king
NON-STEM,Gaming Cage Workers,30962,High school diploma or equivalent,2,snohomish
NON-STEM,Gaming Cage Workers,30962,High school diploma or equivalent,2,king
NON-STEM,Gaming Cage Workers,30962,High school diploma or equivalent,2,yakima
NON-STEM,Gaming Cage Workers,30962,High school diploma or equivalent,2,vancouver
NON-STEM,Gaming Cage Workers,30962,High school diploma or equivalent,2,spokane
NON-STEM,Gaming Change Persons and Booth Cashiers,27243,High school diploma or equivalent,2,snohomish
NON-STEM,Gaming Change Persons and Booth Cashiers,27243,High school diploma or equivalent,2,king
NON-STEM,Gaming Change Persons and Booth Cashiers,27243,High school diploma or equivalent,2,yakima
NON-STEM,Gaming Change Persons and Booth Cashiers,27243,High school diploma or equivalent,2,vancouver
NON-STEM,Gaming Change Persons and Booth Cashiers,27243,High school diploma or equivalent,2,spokane
NON-STEM,Gaming Dealers,23646,High school diploma or equivalent,2,snohomish
NON-STEM,Gaming Dealers,23646,High school diploma or equivalent,2,king
NON-STEM,Gaming Dealers,23646,High school diploma or equivalent,2,yakima
NON-STEM,Gaming Dealers,23646,High school diploma or equivalent,2,vancouver
NON-STEM,Gaming Dealers,23646,High school diploma or equivalent,2,spokane
NON-STEM,Gaming Managers,83308,High school diploma or equivalent,2,snohomish
NON-STEM,Gaming Managers,83308,High school diploma or equivalent,2,king
NON-STEM,Gaming Managers,83308,High school diploma or equivalent,2,yakima
NON-STEM,Gaming Managers,83308,High school diploma or equivalent,2,vancouver
NON-STEM,Gaming Managers,83308,High school diploma or equivalent,2,spokane
NON-STEM,"Gaming Service Workers, All Other",35182,High school diploma or equivalent,2,snohomish
NON-STEM,"Gaming Service Workers, All Other",35182,High school diploma or equivalent,2,king
NON-STEM,"Gaming Service Workers, All Other",35182,High school diploma or equivalent,2,yakima
NON-STEM,"Gaming Service Workers, All Other",35182,High school diploma or equivalent,2,vancouver
NON-STEM,"Gaming Service Workers, All Other",35182,High school diploma or equivalent,2,spokane
NON-STEM,Gaming Supervisors,35182,High school diploma or equivalent,2,yakima
NON-STEM,Gaming Supervisors,39454,High school diploma or equivalent,2,vancouver
NON-STEM,Gaming Supervisors,47329,High school diploma or equivalent,2,spokane
NON-STEM,Gaming Supervisors,51266,High school diploma or equivalent,2,snohomish
NON-STEM,Gaming Supervisors,51266,High school diploma or equivalent,2,king
NON-STEM,Gaming Surveillance Officers and Gaming Investigators,31871,High school diploma or equivalent,2,snohomish
NON-STEM,Gaming Surveillance Officers and Gaming Investigators,31871,High school diploma or equivalent,2,king
NON-STEM,Gaming Surveillance Officers and Gaming Investigators,31871,High school diploma or equivalent,2,yakima
NON-STEM,Gaming Surveillance Officers and Gaming Investigators,31871,High school diploma or equivalent,2,vancouver
NON-STEM,Gaming Surveillance Officers and Gaming Investigators,31871,High school diploma or equivalent,2,spokane
NON-STEM,General and Operations Managers,97361,Bachelor's degree,6,yakima
NON-STEM,General and Operations Managers,97645,Bachelor's degree,6,spokane
NON-STEM,General and Operations Managers,109346,Bachelor's degree,6,vancouver
NON-STEM,General and Operations Managers,133651,Bachelor's degree,6,snohomish
NON-STEM,General and Operations Managers,133651,Bachelor's degree,6,king
NON-STEM,"Graders and Sorters, Agricultural Products",23014,No formal educational credential,1,vancouver
NON-STEM,"Graders and Sorters, Agricultural Products",26601,No formal educational credential,1,yakima
NON-STEM,"Graders and Sorters, Agricultural Products",29580,No formal educational credential,1,snohomish
NON-STEM,"Graders and Sorters, Agricultural Products",29580,No formal educational credential,1,king
NON-STEM,"Graders and Sorters, Agricultural Products",27194,No formal educational credential,1,spokane
NON-STEM,Graduate Teaching Assistants,40914,Bachelor's degree,6,vancouver
NON-STEM,Graduate Teaching Assistants,40914,Bachelor's degree,6,spokane
